"Fricker, Edith"
Letter 3.1605 27 March [1809],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1605.html
Letter 3.1606 27 March 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1606.html
Letter 3.1607 27 March 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1607.html
Letter 3.1611 c. late March-early April 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1611.html
Letter 3.1613 8 April 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1613.html
Letter 3.1615 18 April 1809 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1615.html
Letter 3.1618 26 April 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1618.html
Letter 3.1619 27 April [1809] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1619.html
Letter 3.1621 29 April [1809],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1621.html
Letter 3.1628 13 May 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1628.html
Letter 3.1631 19 May 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1631.html
Letter 3.1632 early April-]22 May 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1632.html
Letter 3.1633 22 May 1809 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1633.html
Letter 3.1634 23 May 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1634.html
Letter 3.1635 24 May 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1635.html
Letter 3.1636 26 May 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1636.html
Letter 3.1637 27 May [1809] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1637.html
Letter 3.1638 28 May 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1638.html
Letter 3.1641 3 June 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1641.html
Letter 3.1645 16 June 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1645.html
Letter 3.1655 15 July 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1655.html
Letter 3.1656 17 July 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1656.html
Letter 3.1664 4 August 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1664.html
Letter 3.1668 10 August 1809 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1668.html
Letter 3.1669 12 August 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1669.html
Letter 3.1670 17 August 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1670.html
Letter 3.1675 4 September 1809 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1675.html
Letter 3.1679 8 September 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1679.html
Letter 3.1690 10 October [1809] (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1690.html
Letter 3.1693 14 October [1809] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1693.html
Letter 3.1694 14 October 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1694.html
Letter 3.1696 18 October 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1696.html
Letter 3.1698 20 October 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1698.html
Letter 3.1700 24 October 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1700.html
Letter 3.1701 24 October 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1701.html
Letter 3.1707 11 November 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1707.html
Letter 3.1712 22 November 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1712.html
Letter 3.1717 [November/December 1809] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1717.html
Letter 3.1718 1 December 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1718.html
Letter 3.1724 27 December 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1724.html
Letter 3.1726 30 December 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1726.html
Letter 3.884 12 January [1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.884.html
Letter 3.885 [c. 15 January 1804] (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.885.html
Letter 3.891 31 January 1804 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.891.html
Letter 3.896 17 February 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.896.html
Letter 3.897 17 February 1804 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.897.html
Letter 3.901 23 February 1804 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.901.html
Letter 3.903 [c. 1 March 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.903.html
Letter 3.906 3 March 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.906.html
Letter 3.907 4 March 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.907.html
Letter 3.913 14 March 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.913.html
Letter 3.916 [25 March–]2 April [1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.916.html
Letter 3.917 29 March 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.917.html
Letter 3.919 31 March 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.919.html
Letter 3.923 10 April 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.923.html
Letter 3.925 18 April 1804 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.925.html
Letter 3.928 28 April [1804] (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.928.html
Letter 3.929 29 April [1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.929.html
Letter 3.930 [1] May 1804 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.930.html
Letter 3.931 [1] May 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.931.html
Letter 3.932 [1] May 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.932.html
Letter 3.933 [1] May 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.933.html
Letter 3.937 [9 May 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.937.html
Letter 3.938 [9 May 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.938.html
Letter 3.939 11 May [1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.939.html
Letter 3.946 [late May–before 1 June 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.946.html
Letter 3.947 1 June 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.947.html
Letter 3.948 6 June 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.948.html
Letter 3.949 7 June 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.949.html
Letter 3.950 8 June 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.950.html
Letter 3.951 11 June 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.951.html
Letter 3.952 12 June 1804 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.952.html
Letter 3.954 [c. 16 June 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.954.html
Letter 3.956 27 June 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.956.html
Letter 3.959 2 July 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.959.html
Letter 3.961 5 July 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.961.html
Letter 3.966 18 July 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.966.html
Letter 3.970 30 July 1804 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.970.html
Letter 3.971 2 August 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.971.html
Letter 3.977 25 August 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.977.html
Letter 3.978 12 September 1804 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.978.html
Letter 3.979 [early–c. 22 October 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.979.html
Letter 3.982 [14 October 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.982.html
Letter 3.992 23 November 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.992.html
Letter 3.994 1 December 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.994.html
Letter 3.997 [started before 7 December–]16 December 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.997.html
Letter 4.1734 17–21 January 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1734.html
Letter 4.1742 9 February 1810 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1742.html
Letter 4.1745 10 February 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1745.html
Letter 4.1746 11 February 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1746.html
Letter 4.1760 16 March 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1760.html
Letter 4.1782 30 May 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1782.html
Letter 4.1785 13 June 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1785.html
Letter 4.1786 19 June 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1786.html
Letter 4.1797 1 August 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1797.html
Letter 4.1801 13 August 1810 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1801.html
Letter 4.1805 12 September 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1805.html
Letter 4.1809 29 September 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1809.html
Letter 4.1811 3 October 1810 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1811.html
Letter 4.1816 10 October 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1816.html
Letter 4.1820 22 October 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1820.html
Letter 4.1822 3 November 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1822.html
Letter 4.1827 13 November 1810 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1827.html
Letter 4.1829 27 November 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1829.html
Letter 4.1835 5 December 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1835.html
Letter 4.1842 22 December 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1842.html
Letter 4.1844 24 December 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1844.html
Letter 4.1847 [December 1810],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1847.html
Letter 4.1856 22 January 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1856.html
Letter 4.1877 2 March 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1877.html
Letter 4.1889 24 March 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1889.html
Letter 4.1890 28 March 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1890.html
Letter 4.1891 28 March 1811 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1891.html
Letter 4.1893 31 March 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1893.html
Letter 4.1910 23 April 1811 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1910.html
Letter 4.1919 8 May 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1919.html
Letter 4.1928 31 May 1811 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1928.html
Letter 4.1937 8 July 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1937.html
Letter 4.1938 15–16 July 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1938.html
Letter 4.1945 23 August 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1945.html
Letter 4.1947 4 September 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1947.html
Letter 4.1949 5 September 1811 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1949.html
Letter 4.1958 27 September 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1958.html
Letter 4.1959 28 September 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1959.html
Letter 4.1964 11 October 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1964.html
Letter 4.1965 13 October 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1965.html
Letter 4.1972 24 October 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1972.html
Letter 4.1974 30 October 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1974.html
Letter 4.1995 7 December 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.1995.html
Letter 4.2004 26 December 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2004.html
Letter 4.2016 13 January 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2016.html
Letter 4.2018 17 January 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2018.html
Letter 4.2025 31 January 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2025.html
Letter 4.2026 January 1812 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2026.html
Letter 4.2031 6 February 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2031.html
Letter 4.2038 13 February 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2038.html
Letter 4.2050 27 February 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2050.html
Letter 4.2070 [March 1812],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2070.html
Letter 4.2075 10 April 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2075.html
Letter 4.2083 25 April 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2083.html
Letter 4.2087 3 May 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2087.html
Letter 4.2089 early May 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2089.html
Letter 4.2102 28 May 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2102.html
Letter 4.2114 10 June 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2114.html
Letter 4.2142 6 September 1812 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2142.html
Letter 4.2148 21 September 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2148.html
Letter 4.2152 29 September 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2152.html
Letter 4.2154 7 October 1812 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2154.html
Letter 4.2159 19 October 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2159.html
Letter 4.2160 20 October 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2160.html
Letter 4.2170 2 November 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2170.html
Letter 4.2174 5 November 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2174.html
Letter 4.2178 16 November 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2178.html
Letter 4.2187 5 December 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2187.html
Letter 4.2191 18–20 December [1812],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2191.html
Letter 4.2208 20 January 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2208.html
Letter 4.2209 22 January 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2209.html
Letter 4.2223 22 February 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2223.html
Letter 4.2229 5 March 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2229.html
Letter 4.2232 18 March 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2232.html
Letter 4.2248 17 April 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2248.html
Letter 4.2250 23 April 1813 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2250.html
Letter 4.2264 26 May 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2264.html
Letter 4.2268 14 June 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2268.html
Letter 4.2269 15 June 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2269.html
Letter 4.2274 28 June 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2274.html
Letter 4.2277 30 June 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2277.html
Letter 4.2278 9 July 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2278.html
Letter 4.2279 14 July 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2279.html
Letter 4.2287 7 August 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2287.html
Letter 4.2304 20 September 1813 (4 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2304.html
Letter 4.2311 8 October 1813 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2311.html
Letter 4.2323 5 November 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2323.html
Letter 4.2325 9 November 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2325.html
Letter 4.2337 28 November 1813 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2337.html
Letter 4.2354 23 December 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2354.html
Letter 4.2358 late December 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2358.html
Letter 4.2361 7 January 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2361.html
Letter 4.2372 28 January 1814 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2372.html
Letter 4.2375 1 February 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2375.html
Letter 4.2378 8 February 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2378.html
Letter 4.2381 18 February 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2381.html
Letter 4.2391 14 March 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2391.html
Letter 4.2408 26 April 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2408.html
Letter 4.2432 30 May 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2432.html
Letter 4.2462 27 July 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2462.html
Letter 4.2492 22[–23] October 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2492.html
Letter 4.2499 11 November 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2499.html
Letter 4.2500 11 November 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2500.html
Letter 4.2501 14 November 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2501.html
Letter 4.2528 24 December 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2528.html
Letter 4.2540 c. 13 January 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2540.html
Letter 4.2547 1 February 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2547.html
Letter 4.2561 1 March 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2561.html
Letter 4.2574 17 March 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2574.html
Letter 4.2578 20 March 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2578.html
Letter 4.2585 10 April 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2585.html
Letter 4.2622 25 June 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2622.html
Letter 4.2629 2 July 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2629.html
Letter 4.2637 20 July 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2637.html
Letter 4.2645 15 August 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2645.html
Letter 4.2648 22 August 1815 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2648.html
Letter 4.2649 23 August 1815 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2649.html
Letter 4.2655 23 September 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2655.html
Letter 4.2657 1 October 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2657.html
Letter 4.2667 7 November 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2667.html
Letter 4.2673 6 December 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2673.html
Letter 4.2675 6 December 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2675.html
Letter 4.2676 6 December 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2676.html
Letter 4.2688 25 December 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Four/southey.4.2688.html
Letter 5.2692 7 January 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2692.html
Letter 5.2703 28 January 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2703.html
Letter 5.2705 31 January 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2705.html
Letter 5.2708 4 February 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2708.html
Letter 5.2713 11 February 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2713.html
Letter 5.2750 3 [April] 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2750.html
Letter 5.2751 8 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2751.html
Letter 5.2753 Easter Sunday [14 April] 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2753.html
Letter 5.2756 [17 April 1816] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2756.html
Letter 5.2758 17 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2758.html
Letter 5.2761 18-[19] April 1816 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2761.html
Letter 5.2763 20 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2763.html
Letter 5.2764 20 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2764.html
Letter 5.2765 22 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2765.html
Letter 5.2766 22 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Five/southey.5.2766.html
